ApprovalNumber,TradingName,Town,County,Country,Activity,RSL,PSL,GHE,RCP,PCP,Min,Pro,MSM,CLS,WMA,Sheep,BSETesting,VC,WGP,MPrep,RTE,Fish,Wrap,Dairy,Egg,AuditDate,Year,Outcome,AuditFrequency,NextAuditDueDate,Q11,Q12,Q13,Q14,Q15,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q210,Q211,Q212,Q213,Q214,Q215,Q216,Q217,Q218,Q219,Q220,Q221,Q222,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39i,Q310,Q311,Q312,Q313,Q314,Q315,Q316,Q317,Q318,Q319,Q320,Q321,Q322,Q323,Q324,Q325,Q326,Q327,Q328,Q329,Q330,Q331,Q332,Q333,Q334,Q335,Q336,Q337,Q338,Q339,Q340,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q410,Q411,Q412,Q413,Q414,Q415,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q61,Q62,Q63,Q64,Q65,Q71,Q72,Q73,Q74,Q75
5102-0043,Village Pork (Smithfield) Ltd,London,Greater London,England, CP,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2014-09-22,2014,Good,12,2015-09-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5102-0045,B J Meats (Smithfield) Ltd,London,Greater London,England, CP,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2014-11-27,2014,Generally Satisfactory,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Major,Compliant,Not Applicable,Not Applicable,Compliant,Not Applicable,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5102-0220,Denton Bros,London,Greater London,England, CS,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2014-10-27,2014,Good,12,2015-10-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Not Applicable,Not Applicable,Compliant,Not Applicable,Compliant,Compliant,Not Applicable,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5106,Dawn Cardington,Bedford,Bedfordshire,England,SH CP,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,2014-09-12,2014,Generally Satisfactory,12,2015-09-01,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Minor,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Compliant
5116,Dovecote Park (Skellingthorpe),Lincoln,Lincolnshire,England,SH CP,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,2014-12-01,2014,Good,18,2016-06-01,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Not Applicable,Not Observed,Not Observed,Not Applicable,Not Applicable,Not Observed,Not Observed,Not Observed,Not Observed,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5120,N V Gagen & Son,Wisbech,Cambridgeshire,England,SH CP,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,2014-08-12,2014,NULL,0,2014-08-01,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor
5176,Curtis Of Lincoln,Lincoln,Lincolnshire,England, CP,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,2014-12-09,2014,Generally Satisfactory,12,2015-12-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Compliant,Minor,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5177,Lincolnshire Meat Company Ltd,Grantham,Lincolnshire,England,SH CP,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,2014-12-16,2014,Generally Satisfactory,12,2015-12-01,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Major,Major,Compliant,Compliant,Minor,Minor,Compliant,Minor,Compliant,Compliant,Minor,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Major,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant
5184,A Wright  & Son,Boston,Lincolnshire,England,SH CP,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,2014-10-07,2014,Good,18,2016-04-01,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Minor,Minor,Compliant,Compliant,Minor,Minor,Compliant,Minor,Compliant,Not Observed,Not Applicable,Compliant,Not Applicable,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Minor,Minor,Minor,Minor,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Minor,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Not Applicable,Not Applicable,Compliant
5204,L Brown & Son (Wholesale Butchers) Limited,Lincoln,Lincolnshire,England,SH ,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2014-11-24,2014,Generally Satisfactory,12,2015-11-01,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Minor,Minor,Compliant,Minor,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Major,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5207,H G Blake (Costessey) Limited,Norwich,Norfolk,England,SH CP,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2014-10-10,2014,Generally Satisfactory,12,2015-10-01,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Minor,Compliant,Compliant,Not Applicable,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant
5213,Cranswick Country Foods Plc,Thetford,Norfolk,England,SH CP,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2014-09-25,2014,Good,12,2015-09-01,Compliant,Minor,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Minor,Minor,Compliant,Compliant,Not Applicable,Minor,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Minor,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5242,Dalehead Foods (A Division Of Tulip),Bury St Edmunds,Suffolk,England, CP,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,2014-11-13,2014,Good,12,2015-11-01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable
5280,Fowler Bros. (Latchingdon) Ltd,Burnham-On-Crouch,Essex,England,SH CP,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,2014-10-09,2014,Generally Satisfactory,12,2015-10-01,Compliant,Minor,Not Applicable,Not Applicable,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Compliant,Compliant,Compliant,Compliant,Compliant,Major,Compliant,Major,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Minor,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Compliant,Not Applicable,Not Applicable,Not Applicable,Compliant
